survey_code,PlotID,RecordID,contributor_assigned_plot_id,email,Investigators,SevilletaIAV,SuitableForParamSenExp,SiteName,Country,SiteLatitude,SiteLongitude,SiteElevation,MAT,MAP,KoppenCC,KoppenCC_long,IGBP_class,IGBP_class_long,community_description,community_species,phenology,plant_functional_type,plot_order,plot_family,plot_genus,plot_species,plot_subspecies,plot_species_common_name,photosynthetic_pathway,life_cycle_strategy,additional_species_in_plot,soil,disturbance,DateSurvey,SurveyDateTimeUTC,DateHarvest,PeakBiomass,EntirePlantDried,SubsampleDried,AveragedMoistureContent,EPSG,UTM_zone,Corner1_X,Corner1_Y,Corner1_Z,Corner2_X,Corner2_Y,Corner2_Z,Corner3_X,Corner3_Y,Corner3_Z,Corner4_X,Corner4_Y,Corner4_Z,Harvest_frame_used,plot_side_length,AGB,Comp1,Comp1_Mass,Comp2,Comp2_Mass,Comp3,Comp3_Mass,Comp4,Comp4_Mass,Field_max_height,canopy_diameter_max,canopy_diameter_perpendicular,Biomass_Subsample_Archived,CarbCon,Comp1_CarbCon,Comp2_CarbCon,Comp3_CarbCon,Comp4_CarbCon,NitCon,Comp1_NitCon,Comp2_NitCon,Comp3_NitCon,Comp4_NitCon,Notes_on_survey_harvest,Notes_on_plot,Acknowledgements,Acknowledgements_Funding,Acknowledgements_Permission,Acknowledgements_Assistance,Agreement,Protocol_version,wind_speed,sky_conditions_code,sky_conditions,drone_and_sensor,CameraShutterType,minimum_image_sharpness,Notes_from_processing_and_review,point_cloud_quality,corner_apparent_bias,manual_filtering_required,binomial_species,species_short,plot_area_from_field_length,solar_elevation,solar_noon_elevation,solar_elevation_offset,solar_noon_utc,minutes_offset_from_solar_noon,site_code,plot_area_from_coordinates_m2,AGB_g_m2,HAG_plotmin_of_cellmax_m,HAG_plotmax_of_cellmax_m,HAG_plotmean_of_cellmax_m,HAG_plotmedian_of_cellmax_m,HAG_plot90percentile_of_cellmax_m,Count_of_nodata_cells_in_plot,Count_of_points_cells_in_plot
20191015_ML_OTH,P12,843.0,P12,mitchell.lyons@gmail.com,"Mitchell B. Lyons, & Adrian Fisher",False,True,"Site 1 - One Tree Hill (private land), Bredbo, NSW",Australia,-35.958,149.169,811.0,11.3,544.0,Cfb,Temperate oceanic climate,10.0,Grassland,Snow gum (E. pauciflora) grassy woodland / Tableland Cool Temperate Grasslands,"Bothriochloa macra, Eragrostis curvula, Nassella trichotoma + 5-10 minor grass species + 20-30+ minor herb/forb spp.",Late growing season - extreme drought conditions until recent snow/rain. Mixture of previous seasons growth and some new growth. Inflorescence/spikelets predominantly previous season.,Graminoid,Poales,Poaceae,Nassella,trichotoma,NA,Serrated tussock grass,NA,perennial,NA,"shallow (<40 cm), rapidly drained Lithosols (Uc1.43, Um1.43), well-drained Red Earths (Gn2.12, Gn2.15, K-Gn2.12, K-Gn2.15) and moderately well-drained Non-calcic Brown Soils (Dr2.12) and Red Podzolic Soils (Dr2.52) on crests and upper slopes.","Up to ~1980 was part of sheep grazing station, but generally lightly grazed due to location and distance to water source. Tree recruitment was still was poor. Since 1980 light grazing (e.g. few cattle) to no grazing except native herbivores (kangaroos, wombats etc.). No evidence of recent fire",2019-10-15,2020-10-15 03:00:00,2019-10-17,True,True,False,False,28355,55S,695647.667,6018579.731,819.257,695647.44,6018579.323,819.24,695647.829,6018579.096,819.191,695648.093,6018579.517,819.202,True,0.5,10.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hill top site - very exposed, gets several snow falls each. year. Climate: Temp = 19.4 (mean max); 4.2 (mean min). all the GNSS data is in EPSG:28355 – that’s the Australian UTM equivalent (all the survey gear and RTK correction services are set up for GDA94).",NA,Australian Research Council (LP180100741),Australian Research Council (LP180100741) to M.L.,NA,NA,I/We agree to the data use and authorship policy,1.5.6,3.0,4.0,4 - Scattered cumulus (sun not obscured),DJI Phantom 4 Pro (FC6310 camera),Global,0.7,"Point cloud looks okay, corners are plausible.",1,0.0,False,Nassella trichotoma,N. trichotoma,0.25,58.28,62.68,4.4,2020-10-15 01:49:05,71.0,OTH,0.223,41.68,0.0,0.07,0.0208,0.02,0.04,0.0,2234.0
20191015_ML_OTH,P13,844.0,P13,mitchell.lyons@gmail.com,"Mitchell B. Lyons, & Adrian Fisher",False,True,"Site 1 - One Tree Hill (private land), Bredbo, NSW",Australia,-35.958,149.169,811.0,11.3,544.0,Cfb,Temperate oceanic climate,10.0,Grassland,Snow gum (E. pauciflora) grassy woodland / Tableland Cool Temperate Grasslands,"Bothriochloa macra, Eragrostis curvula, Nassella trichotoma + 5-10 minor grass species + 20-30+ minor herb/forb spp.",Late growing season - extreme drought conditions until recent snow/rain. Mixture of previous seasons growth and some new growth. Inflorescence/spikelets predominantly previous season.,Graminoid,Poales,Poaceae,Nassella,trichotoma,NA,Serrated tussock grass,NA,perennial,NA,"shallow (<40 cm), rapidly drained Lithosols (Uc1.43, Um1.43), well-drained Red Earths (Gn2.12, Gn2.15, K-Gn2.12, K-Gn2.15) and moderately well-drained Non-calcic Brown Soils (Dr2.12) and Red Podzolic Soils (Dr2.52) on crests and upper slopes.","Up to ~1980 was part of sheep grazing station, but generally lightly grazed due to location and distance to water source. Tree recruitment was still was poor. Since 1980 light grazing (e.g. few cattle) to no grazing except native herbivores (kangaroos, wombats etc.). No evidence of recent fire",2019-10-15,2020-10-15 03:00:00,2019-10-17,True,True,False,False,28355,55S,695647.916,6018586.223,819.492,695647.48,6018586.004,819.501,695647.607,6018585.654,819.487,695648.059,6018585.824,819.503,True,0.5,87.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hill top site - very exposed, gets several snow falls each. year. Climate: Temp = 19.4 (mean max); 4.2 (mean min). all the GNSS data is in EPSG:28355 – that’s the Australian UTM equivalent (all the survey gear and RTK correction services are set up for GDA94).",NA,Australian Research Council (LP180100741),Australian Research Council (LP180100741) to M.L.,NA,NA,I/We agree to the data use and authorship policy,1.5.6,3.0,4.0,4 - Scattered cumulus (sun not obscured),DJI Phantom 4 Pro (FC6310 camera),Global,0.7,"Point cloud looks okay, corners are plausible.",1,0.0,False,Nassella trichotoma,N. trichotoma,0.25,58.28,62.68,4.4,2020-10-15 01:49:05,71.0,OTH,0.1925,350.36,0.0,0.15,0.0661,0.07,0.13,2.0,1928.0
20191015_ML_OTH,P14,845.0,P14,mitchell.lyons@gmail.com,"Mitchell B. Lyons, & Adrian Fisher",False,True,"Site 1 - One Tree Hill (private land), Bredbo, NSW",Australia,-35.958,149.169,811.0,11.3,544.0,Cfb,Temperate oceanic climate,10.0,Grassland,Snow gum (E. pauciflora) grassy woodland / Tableland Cool Temperate Grasslands,"Bothriochloa macra, Eragrostis curvula, Nassella trichotoma + 5-10 minor grass species + 20-30+ minor herb/forb spp.",Late growing season - extreme drought conditions until recent snow/rain. Mixture of previous seasons growth and some new growth. Inflorescence/spikelets predominantly previous season.,Graminoid,Poales,Poaceae,Eragrostis,curvula,NA,Weeping lovegrass,NA,perennial,NA,"shallow (<40 cm), rapidly drained Lithosols (Uc1.43, Um1.43), well-drained Red Earths (Gn2.12, Gn2.15, K-Gn2.12, K-Gn2.15) and moderately well-drained Non-calcic Brown Soils (Dr2.12) and Red Podzolic Soils (Dr2.52) on crests and upper slopes.","Up to ~1980 was part of sheep grazing station, but generally lightly grazed due to location and distance to water source. Tree recruitment was still was poor. Since 1980 light grazing (e.g. few cattle) to no grazing except native herbivores (kangaroos, wombats etc.). No evidence of recent fire",2019-10-15,2020-10-15 03:00:00,2019-10-17,True,True,False,False,28355,55S,695638.97,6018576.245,819.929,695638.871,6018575.775,819.908,695639.311,6018575.669,819.889,695639.457,6018576.108,819.895,True,0.5,173.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hill top site - very exposed, gets several snow falls each. year. Climate: Temp = 19.4 (mean max); 4.2 (mean min). all the GNSS data is in EPSG:28355 – that’s the Australian UTM equivalent (all the survey gear and RTK correction services are set up for GDA94).",NA,Australian Research Council (LP180100741),Australian Research Council (LP180100741) to M.L.,NA,NA,I/We agree to the data use and authorship policy,1.5.6,3.0,4.0,4 - Scattered cumulus (sun not obscured),DJI Phantom 4 Pro (FC6310 camera),Global,0.7,"Point cloud looks okay, corners are plausible.",1,0.0,False,Eragrostis curvula,E. curvula,0.25,58.28,62.68,4.4,2020-10-15 01:49:05,71.0,OTH,0.2255,694.44,0.0,0.32,0.1769,0.17,0.28,0.0,2258.0
20191015_ML_OTH,P15,846.0,P15,mitchell.lyons@gmail.com,"Mitchell B. Lyons, & Adrian Fisher",False,True,"Site 1 - One Tree Hill (private land), Bredbo, NSW",Australia,-35.958,149.169,811.0,11.3,544.0,Cfb,Temperate oceanic climate,10.0,Grassland,Snow gum (E. pauciflora) grassy woodland / Tableland Cool Temperate Grasslands,"Bothriochloa macra, Eragrostis curvula, Nassella trichotoma + 5-10 minor grass species + 20-30+ minor herb/forb spp.",Late growing season - extreme drought conditions until recent snow/rain. Mixture of previous seasons growth and some new growth. Inflorescence/spikelets predominantly previous season.,Graminoid,Poales,Poaceae,Bothriochloa,macra,NA,red grass,NA,perennial,NA,"shallow (<40 cm), rapidly drained Lithosols (Uc1.43, Um1.43), well-drained Red Earths (Gn2.12, Gn2.15, K-Gn2.12, K-Gn2.15) and moderately well-drained Non-calcic Brown Soils (Dr2.12) and Red Podzolic Soils (Dr2.52) on crests and upper slopes.","Up to ~1980 was part of sheep grazing station, but generally lightly grazed due to location and distance to water source. Tree recruitment was still was poor. Since 1980 light grazing (e.g. few cattle) to no grazing except native herbivores (kangaroos, wombats etc.). No evidence of recent fire",2019-10-15,2020-10-15 03:00:00,2019-10-17,True,True,False,False,28355,55S,695625.378,6018556.513,818.526,695624.981,6018556.715,818.599,695624.787,6018556.323,818.502,695625.247,6018556.096,818.436,True,0.5,8.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hill top site - very exposed, gets several snow falls each. year. Climate: Temp = 19.4 (mean max); 4.2 (mean min). all the GNSS data is in EPSG:28355 – that’s the Australian UTM equivalent (all the survey gear and RTK correction services are set up for GDA94).",NA,Australian Research Council (LP180100741),Australian Research Council (LP180100741) to M.L.,NA,NA,I/We agree to the data use and authorship policy,1.5.6,3.0,4.0,4 - Scattered cumulus (sun not obscured),DJI Phantom 4 Pro (FC6310 camera),Global,0.7,"Point cloud looks okay, corners are plausible.",1,0.0,False,Bothriochloa macra,B. macra,0.25,58.28,62.68,4.4,2020-10-15 01:49:05,71.0,OTH,0.2082,35.76,0.0,0.08,0.0229,0.02,0.06,1.0,2079.0
20191015_ML_OTH,P16,847.0,P16,mitchell.lyons@gmail.com,"Mitchell B. Lyons, & Adrian Fisher",False,True,"Site 1 - One Tree Hill (private land), Bredbo, NSW",Australia,-35.958,149.169,811.0,11.3,544.0,Cfb,Temperate oceanic climate,10.0,Grassland,Snow gum (E. pauciflora) grassy woodland / Tableland Cool Temperate Grasslands,"Bothriochloa macra, Eragrostis curvula, Nassella trichotoma + 5-10 minor grass species + 20-30+ minor herb/forb spp.",Late growing season - extreme drought conditions until recent snow/rain. Mixture of previous seasons growth and some new growth. Inflorescence/spikelets predominantly previous season.,Graminoid,Poales,Poaceae,Bothriochloa,macra,NA,red grass,NA,perennial,NA,"shallow (<40 cm), rapidly drained Lithosols (Uc1.43, Um1.43), well-drained Red Earths (Gn2.12, Gn2.15, K-Gn2.12, K-Gn2.15) and moderately well-drained Non-calcic Brown Soils (Dr2.12) and Red Podzolic Soils (Dr2.52) on crests and upper slopes.","Up to ~1980 was part of sheep grazing station, but generally lightly grazed due to location and distance to water source. Tree recruitment was still was poor. Since 1980 light grazing (e.g. few cattle) to no grazing except native herbivores (kangaroos, wombats etc.). No evidence of recent fire",2019-10-15,2020-10-15 03:00:00,2019-10-17,True,True,False,False,28355,55S,695624.256,6018554.531,818.129,695623.786,6018554.333,818.08,695623.997,6018553.88,817.992,695624.479,6018554.073,818.027,True,0.5,16.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hill top site - very exposed, gets several snow falls each. year. Climate: Temp = 19.4 (mean max); 4.2 (mean min). all the GNSS data is in EPSG:28355 – that’s the Australian UTM equivalent (all the survey gear and RTK correction services are set up for GDA94).",NA,Australian Research Council (LP180100741),Australian Research Council (LP180100741) to M.L.,NA,NA,I/We agree to the data use and authorship policy,1.5.6,3.0,4.0,4 - Scattered cumulus (sun not obscured),DJI Phantom 4 Pro (FC6310 camera),Global,0.7,"Point cloud looks okay, corners are plausible.",1,0.0,False,Bothriochloa macra,B. macra,0.25,58.28,62.68,4.4,2020-10-15 01:49:05,71.0,OTH,0.2592,67.68,0.0,0.08,0.0377,0.04,0.06,0.0,2590.0
20191015_ML_OTH,P17,848.0,P17,mitchell.lyons@gmail.com,"Mitchell B. Lyons, & Adrian Fisher",False,True,"Site 1 - One Tree Hill (private land), Bredbo, NSW",Australia,-35.958,149.169,811.0,11.3,544.0,Cfb,Temperate oceanic climate,10.0,Grassland,Snow gum (E. pauciflora) grassy woodland / Tableland Cool Temperate Grasslands,"Bothriochloa macra, Eragrostis curvula, Nassella trichotoma + 5-10 minor grass species + 20-30+ minor herb/forb spp.",Late growing season - extreme drought conditions until recent snow/rain. Mixture of previous seasons growth and some new growth. Inflorescence/spikelets predominantly previous season.,Graminoid,Poales,Poaceae,Bothriochloa,macra,NA,red grass,NA,perennial,NA,"shallow (<40 cm), rapidly drained Lithosols (Uc1.43, Um1.43), well-drained Red Earths (Gn2.12, Gn2.15, K-Gn2.12, K-Gn2.15) and moderately well-drained Non-calcic Brown Soils (Dr2.12) and Red Podzolic Soils (Dr2.52) on crests and upper slopes.","Up to ~1980 was part of sheep grazing station, but generally lightly grazed due to location and distance to water source. Tree recruitment was still was poor. Since 1980 light grazing (e.g. few cattle) to no grazing except native herbivores (kangaroos, wombats etc.). No evidence of recent fire",2019-10-15,2020-10-15 03:00:00,2019-10-17,True,True,False,False,28355,55S,695625.871,6018562.116,819.584,695626.01,6018561.616,819.527,695626.516,6018561.729,819.532,695626.358,6018562.215,819.611,True,0.5,21.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hill top site - very exposed, gets several snow falls each. year. Climate: Temp = 19.4 (mean max); 4.2 (mean min). all the GNSS data is in EPSG:28355 – that’s the Australian UTM equivalent (all the survey gear and RTK correction services are set up for GDA94).",NA,Australian Research Council (LP180100741),Australian Research Council (LP180100741) to M.L.,NA,NA,I/We agree to the data use and authorship policy,1.5.6,3.0,4.0,4 - Scattered cumulus (sun not obscured),DJI Phantom 4 Pro (FC6310 camera),Global,0.7,"Point cloud looks okay, corners are plausible.",1,0.0,False,Bothriochloa macra,B. macra,0.25,58.28,62.68,4.4,2020-10-15 01:49:05,71.0,OTH,0.2605,87.48,0.0,0.08,0.0345,0.03,0.06,0.0,2604.0
20191015_ML_OTH,P18,849.0,P18,mitchell.lyons@gmail.com,"Mitchell B. Lyons, & Adrian Fisher",False,True,"Site 1 - One Tree Hill (private land), Bredbo, NSW",Australia,-35.958,149.169,811.0,11.3,544.0,Cfb,Temperate oceanic climate,10.0,Grassland,Snow gum (E. pauciflora) grassy woodland / Tableland Cool Temperate Grasslands,"Bothriochloa macra, Eragrostis curvula, Nassella trichotoma + 5-10 minor grass species + 20-30+ minor herb/forb spp.",Late growing season - extreme drought conditions until recent snow/rain. Mixture of previous seasons growth and some new growth. Inflorescence/spikelets predominantly previous season.,Graminoid,Poales,Poaceae,Bothriochloa,macra,NA,red grass,NA,perennial,NA,"shallow (<40 cm), rapidly drained Lithosols (Uc1.43, Um1.43), well-drained Red Earths (Gn2.12, Gn2.15, K-Gn2.12, K-Gn2.15) and moderately well-drained Non-calcic Brown Soils (Dr2.12) and Red Podzolic Soils (Dr2.52) on crests and upper slopes.","Up to ~1980 was part of sheep grazing station, but generally lightly grazed due to location and distance to water source. Tree recruitment was still was poor. Since 1980 light grazing (e.g. few cattle) to no grazing except native herbivores (kangaroos, wombats etc.). No evidence of recent fire",2019-10-15,2020-10-15 03:00:00,2019-10-17,True,True,False,False,28355,55S,695633.878,6018564.33,819.362,695633.49,6018564.022,819.349,695633.773,6018563.624,819.285,695634.167,6018563.899,819.291,True,0.5,9.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hill top site - very exposed, gets several snow falls each. year. Climate: Temp = 19.4 (mean max); 4.2 (mean min). all the GNSS data is in EPSG:28355 – that’s the Australian UTM equivalent (all the survey gear and RTK correction services are set up for GDA94).",NA,Australian Research Council (LP180100741),Australian Research Council (LP180100741) to M.L.,NA,NA,I/We agree to the data use and authorship policy,1.5.6,3.0,4.0,4 - Scattered cumulus (sun not obscured),DJI Phantom 4 Pro (FC6310 camera),Global,0.7,"Point cloud looks okay, corners are plausible.",1,0.0,False,Bothriochloa macra,B. macra,0.25,58.28,62.68,4.4,2020-10-15 01:49:05,71.0,OTH,0.2454,37.48,0.0,0.11,0.0406,0.04,0.07,0.0,2457.0
20191015_ML_OTH,P19,850.0,P19,mitchell.lyons@gmail.com,"Mitchell B. Lyons, & Adrian Fisher",False,True,"Site 1 - One Tree Hill (private land), Bredbo, NSW",Australia,-35.958,149.169,811.0,11.3,544.0,Cfb,Temperate oceanic climate,10.0,Grassland,Snow gum (E. pauciflora) grassy woodland / Tableland Cool Temperate Grasslands,"Bothriochloa macra, Eragrostis curvula, Nassella trichotoma + 5-10 minor grass species + 20-30+ minor herb/forb spp.",Late growing season - extreme drought conditions until recent snow/rain. Mixture of previous seasons growth and some new growth. Inflorescence/spikelets predominantly previous season.,Graminoid,Poales,Poaceae,Bothriochloa,macra,NA,red grass,NA,perennial,NA,"shallow (<40 cm), rapidly drained Lithosols (Uc1.43, Um1.43), well-drained Red Earths (Gn2.12, Gn2.15, K-Gn2.12, K-Gn2.15) and moderately well-drained Non-calcic Brown Soils (Dr2.12) and Red Podzolic Soils (Dr2.52) on crests and upper slopes.","Up to ~1980 was part of sheep grazing station, but generally lightly grazed due to location and distance to water source. Tree recruitment was still was poor. Since 1980 light grazing (e.g. few cattle) to no grazing except native herbivores (kangaroos, wombats etc.). No evidence of recent fire",2019-10-15,2020-10-15 03:00:00,2019-10-17,True,True,False,False,28355,55S,695624.271,6018561.28,819.59,695624.677,6018561.042,819.513,695624.97,6018561.389,819.574,695624.599,6018561.67,819.647,True,0.5,19.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hill top site - very exposed, gets several snow falls each. year. Climate: Temp = 19.4 (mean max); 4.2 (mean min). all the GNSS data is in EPSG:28355 – that’s the Australian UTM equivalent (all the survey gear and RTK correction services are set up for GDA94).",NA,Australian Research Council (LP180100741),Australian Research Council (LP180100741) to M.L.,NA,NA,I/We agree to the data use and authorship policy,1.5.6,3.0,4.0,4 - Scattered cumulus (sun not obscured),DJI Phantom 4 Pro (FC6310 camera),Global,0.7,"Point cloud looks okay, corners are plausible.",1,0.0,False,Bothriochloa macra,B. macra,0.25,58.28,62.68,4.4,2020-10-15 01:49:05,71.0,OTH,0.2237,78.64,0.0,0.12,0.0487,0.05,0.07,2.0,2236.0
20191016_ML_RED,P01,851.0,P01,mitchell.lyons@gmail.com,"Mitchell B. Lyons, & Adrian Fisher",False,True,"Site 3 - River End (private land), Bredbo, NSW",Australia,-35.968,149.165,731.0,11.3,544.0,Cfb,Temperate oceanic climate,10.0,Grassland,Snow gum (E. pauciflora) grassy woodland / Tableland Cool Temperate Grasslands,"Juncus (mostly J. alexandri), Eragrostis curvula + 20-30+ minor herb/forb spp.",Late growing season - extreme drought conditions until recent snow/rain. Mixture of previous seasons growth and some new growth. Inflorescence/spikelets predominantly previous season.,Graminoid,Poales,Juncaceae,Juncus,spp.,NA,Rushes,NA,perennial,NA,Moderately well-drained to imperfectly drained Alluvial Soils (NSG) of variable depth (10-100cm),"Up to ~1980 primarily sheep grazing, during which trees were cleared and tree recruitment was poor. Since 1980 light grazing (e.g. few cattle) to no grazing except native herbivores (kangaroos, wombats etc.). Grass fire in previous year - likely june-aug 2018",2019-10-16,2020-10-16 00:00:00,2019-10-16,True,True,False,False,28355,55S,695178.202,6017393.46,727.681,695177.89,6017393.059,727.648,695178.283,6017392.777,727.645,695178.591,6017393.171,727.648,True,0.5,55.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"generally wet site on river alluvial plain, gets fairly consistent seepage from uphill slopes.  Climate: Temp = 19.4 (mean max); 4.2 (mean min). all the GNSS data is in EPSG:28355 – that’s the Australian UTM equivalent (all the survey gear and RTK correction services are set up for GDA94).",NA,Australian Research Council (LP180100741),Australian Research Council (LP180100741) to M.L.,NA,NA,I/We agree to the data use and authorship policy,1.5.6,3.0,4.0,4 - Scattered cumulus (sun not obscured),DJI Phantom 4 Pro (FC6310 camera),Global,0.6,"Point cloud looks okay, corners are okay.",1,0.0,False,Juncus spp.,J. spp.,0.25,53.38,63.04,9.66,2020-10-16 01:48:53,109.0,RED,0.2439,221.56,0.0,0.28,0.0233,0.0,0.09,0.0,2442.0
20191016_ML_RED,P02,852.0,P02,mitchell.lyons@gmail.com,"Mitchell B. Lyons, & Adrian Fisher",False,True,"Site 3 - River End (private land), Bredbo, NSW",Australia,-35.968,149.165,731.0,11.3,544.0,Cfb,Temperate oceanic climate,10.0,Grassland,Snow gum (E. pauciflora) grassy woodland / Tableland Cool Temperate Grasslands,"Juncus (mostly J. alexandri), Eragrostis curvula + 20-30+ minor herb/forb spp.",Late growing season - extreme drought conditions until recent snow/rain. Mixture of previous seasons growth and some new growth. Inflorescence/spikelets predominantly previous season.,Graminoid,Poales,Juncaceae,Juncus,spp.,NA,Rushes,NA,perennial,NA,Moderately well-drained to imperfectly drained Alluvial Soils (NSG) of variable depth (10-100cm),"Up to ~1980 primarily sheep grazing, during which trees were cleared and tree recruitment was poor. Since 1980 light grazing (e.g. few cattle) to no grazing except native herbivores (kangaroos, wombats etc.). Grass fire in previous year - likely june-aug 2018",2019-10-16,2020-10-16 00:00:00,2019-10-16,True,True,False,False,28355,55S,695182.744,6017399.905,728.086,695182.254,6017399.891,728.064,695182.259,6017399.392,728.039,695182.747,6017399.368,728.058,True,0.5,10.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"generally wet site on river alluvial plain, gets fairly consistent seepage from uphill slopes.  Climate: Temp = 19.4 (mean max); 4.2 (mean min). all the GNSS data is in EPSG:28355 – that’s the Australian UTM equivalent (all the survey gear and RTK correction services are set up for GDA94).",NA,Australian Research Council (LP180100741),Australian Research Council (LP180100741) to M.L.,NA,NA,I/We agree to the data use and authorship policy,1.5.6,3.0,4.0,4 - Scattered cumulus (sun not obscured),DJI Phantom 4 Pro (FC6310 camera),Global,0.6,"Point cloud looks okay, corners are okay.",1,0.0,False,Juncus spp.,J. spp.,0.25,53.38,63.04,9.66,2020-10-16 01:48:53,109.0,RED,0.2533,42.08,0.0,0.02,0.0008,0.0,0.0,0.0,2529.0
20191016_ML_RED,P03,853.0,P03,mitchell.lyons@gmail.com,"Mitchell B. Lyons, & Adrian Fisher",False,True,"Site 3 - River End (private land), Bredbo, NSW",Australia,-35.968,149.165,731.0,11.3,544.0,Cfb,Temperate oceanic climate,10.0,Grassland,Snow gum (E. pauciflora) grassy woodland / Tableland Cool Temperate Grasslands,"Juncus (mostly J. alexandri), Eragrostis curvula + 20-30+ minor herb/forb spp.",Late growing season - extreme drought conditions until recent snow/rain. Mixture of previous seasons growth and some new growth. Inflorescence/spikelets predominantly previous season.,Graminoid,Poales,Juncaceae,Juncus,spp.,NA,Rushes,NA,perennial,NA,Moderately well-drained to imperfectly drained Alluvial Soils (NSG) of variable depth (10-100cm),"Up to ~1980 primarily sheep grazing, during which trees were cleared and tree recruitment was poor. Since 1980 light grazing (e.g. few cattle) to no grazing except native herbivores (kangaroos, wombats etc.). Grass fire in previous year - likely june-aug 2018",2019-10-16,2020-10-16 00:00:00,2019-10-16,True,True,False,False,28355,55S,695188.006,6017401.409,728.324,695188.191,6017400.959,728.329,695188.641,6017401.145,728.32,695188.451,6017401.589,728.347,True,0.5,59.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"generally wet site on river alluvial plain, gets fairly consistent seepage from uphill slopes.  Climate: Temp = 19.4 (mean max); 4.2 (mean min). all the GNSS data is in EPSG:28355 – that’s the Australian UTM equivalent (all the survey gear and RTK correction services are set up for GDA94).",NA,Australian Research Council (LP180100741),Australian Research Council (LP180100741) to M.L.,NA,NA,I/We agree to the data use and authorship policy,1.5.6,3.0,4.0,4 - Scattered cumulus (sun not obscured),DJI Phantom 4 Pro (FC6310 camera),Global,0.6,"Point cloud looks okay, corners are okay.",1,0.0,False,Juncus spp.,J. spp.,0.25,53.38,63.04,9.66,2020-10-16 01:48:53,109.0,RED,0.2343,238.68,0.0,0.19,0.0262,0.01,0.08,0.0,2344.0
20191016_ML_RED,P04,854.0,P04,mitchell.lyons@gmail.com,"Mitchell B. Lyons, & Adrian Fisher",False,True,"Site 3 - River End (private land), Bredbo, NSW",Australia,-35.968,149.165,731.0,11.3,544.0,Cfb,Temperate oceanic climate,10.0,Grassland,Snow gum (E. pauciflora) grassy woodland / Tableland Cool Temperate Grasslands,"Juncus (mostly J. alexandri), Eragrostis curvula + 20-30+ minor herb/forb spp.",Late growing season - extreme drought conditions until recent snow/rain. Mixture of previous seasons growth and some new growth. Inflorescence/spikelets predominantly previous season.,Graminoid,Poales,Juncaceae,Juncus,spp.,NA,NA,NA,perennial,E. curvula,Moderately well-drained to imperfectly drained Alluvial Soils (NSG) of variable depth (10-100cm),"Up to ~1980 primarily sheep grazing, during which trees were cleared and tree recruitment was poor. Since 1980 light grazing (e.g. few cattle) to no grazing except native herbivores (kangaroos, wombats etc.). Grass fire in previous year - likely june-aug 2018",2019-10-16,2020-10-16 00:00:00,2019-10-16,True,True,False,False,28355,55S,695199.387,6017403.396,728.873,695199.674,6017402.977,728.859,695200.071,6017403.263,728.9,695199.786,6017403.631,728.926,True,0.5,89.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"generally wet site on river alluvial plain, gets fairly consistent seepage from uphill slopes.  Climate: Temp = 19.4 (mean max); 4.2 (mean min). all the GNSS data is in EPSG:28355 – that’s the Australian UTM equivalent (all the survey gear and RTK correction services are set up for GDA94).",NA,Australian Research Council (LP180100741),Australian Research Council (LP180100741) to M.L.,NA,NA,I/We agree to the data use and authorship policy,1.5.6,3.0,4.0,4 - Scattered cumulus (sun not obscured),DJI Phantom 4 Pro (FC6310 camera),Global,0.6,"Point cloud looks okay, corners are okay.",1,0.0,False,Juncus spp.,J. spp.,0.25,53.38,63.04,9.66,2020-10-16 01:48:53,109.0,RED,0.2311,359.96,0.0,0.21,0.0976,0.1,0.16,0.0,2311.0
